id_offre,titre,entreprise,source,Competence
520,Data Engineer F/H,Datatorii,APEC,SQL
525,Technical Leader DATA F/H,GESER BEST,APEC,SQL
548,DATA INGENIEUR GCP Junior F/H,Groupe Partnaire,APEC,SQL
575,ANALYSTE PL SQL F/H,GROUPAGORA,APEC,SQL
633,Technicien Hotline/Helpdesk F/H,ALGOVIA,APEC,SQL
742,Développeur Applicatif Delphi et SQL Server F/H,Telys,APEC,SQL
1035,Data Engineer F/H,MISMO,APEC,SQL
1085,Data Engineer F/H,Hellowork,APEC,SQL
1101,DATA ENGINEER GCP/ paris F/H,ETHNOL CONSULTING,APEC,SQL
1146,Data Engineer- SQL Server F/H,ZZ_Confidentiel,APEC,SQL
1202,Big Data Engineer - services financiers - ile de France F/H,CARREVOLUTIS,APEC,SQL
1475,Database Admin PostGreSQL F/H,Fabskill Partners,APEC,SQL
1500,"Consultant Power BI, MSBI, ADF F/H",CONSILIA-DATA,APEC,SQL
2172,"Technologies : BI , Tableau , SQL , Talend senior F/H",ETHNOL CONSULTING,APEC,SQL
2667,Data scientist (H/F),PLEBICOM,France Travail,SQL
2668,Datascientist H/F,CHU LA MILETRIE,France Travail,SQL
2669,DATA SCIENTIST (H/F) AEROMIN,Groupe ADP,France Travail,SQL
2671,Data Scientist - H/F (H/F),DAY USE,France Travail,SQL
2672,Data Scientist (H/F),,France Travail,SQL
2674,Data Scientist (H/F),ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,France Travail,SQL
2675,Data Scientist - Infrastructure IA & NLP appliqué (H/F),MALOU-FOOD MARKETING,France Travail,SQL
2677,Data scientist (F/H),EXPECTRA,France Travail,SQL
2679,Data scientist (H/F),AMILTONE,France Travail,SQL
2680,Architecte Data (H/F),CIORANE,France Travail,SQL
2681,Ingénieur DATA (H/F),CONSORT FRANCE,France Travail,SQL
2684,Forward Engineer (H/F),NEXA FORWARD,France Travail,SQL
2685,Ingénieur / ingénieure statistique pour la R&D chimie-pharma (H/F),,France Travail,SQL
2694,Data scientist (H/F),,France Travail,SQL
2697,Data Scientist (H/F),KLANIK,France Travail,SQL
2705,Data scientist H/F,,France Travail,SQL
2706,Data Scientist (H/F),GROUPE ATLANTIC SYNERGY - Société en Nom Collectif,France Travail,SQL
2709,Data scientist (H/F),,France Travail,SQL
2715,Technical leader Data scientist F/H (H/F),Safran,France Travail,SQL
2717,"Data Scientist (IA Générative, MLOps/LLMOps) (H/F)",Act Digital France,France Travail,SQL
2719,Data Scientist (H/F),Lidl,France Travail,SQL
2720,Data scientist (H/F),,France Travail,SQL
2729,Data Scientist - en Stage (F/H) (H/F),,France Travail,SQL
2731,"Data Scientist F/H - Système, réseaux, données (H/F)",MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,SQL
2738,Data Scientist H/F,PMU,France Travail,SQL
2744,DATA SCIENTIST (H/F),,France Travail,SQL
2756,"Consultant Senior ou Manager Data Analyst & BI - secteur Financier, H/F",EY,France Travail,SQL
2757,Architecte Data Ingénieur GCP (F/H) (H/F),,France Travail,SQL
2758,Data Engineer H/F,,France Travail,SQL
2761,Data Engineer H/F,,France Travail,SQL
2764,Data Translation Manager - Finance et fonctions supports (F/H) (H/F),,France Travail,SQL
2766,Analyste Data (M/F) (H/F),,France Travail,SQL
2772,Consultant MOE MSBI socle Data ETL (H/F),PROPULSE IT,France Travail,SQL
2773,Data Engineer - Expert Snowflake & DBT (H/F/NB),Trimane,France Travail,SQL
2774,Data Analyst Senior (F/H) (H/F),,France Travail,SQL
2775,Marketing Data Analyst (F/H) (H/F),AXA,France Travail,SQL
2793,Consultant technique Data / ERP (H/F),STEP UP Lille,France Travail,SQL
2795,Senior Python software Engineer (F/H) (H/F),,France Travail,SQL
2801,Expert Modèles et Processus d’Octroi de crédit H/F,CGL,France Travail,SQL
2802,Consultant.e Data Analyst Power BI F/H - Valoway,Valoway,France Travail,SQL
2803,Consultant.e Data Analyst Power BI F/H - Valoway,Valoway,France Travail,SQL
2804,INGÉNIEUR DES DONNÉES - H/F,Inserm,France Travail,SQL
2829,Stage/alternance - Data analyst (F/H) (H/F),NOVOMA,France Travail,SQL
2832,Suport Data Analyst (h/f),ADECCO FRANCE,France Travail,SQL
2833,Business Data Analyst (h/f),ADECCO FRANCE,France Travail,SQL
2836,Data analyst (H/F),DAVIDSON PACA,France Travail,SQL
2837,Data Analyst Junior (H/F),LABORATOIRE DE DERMOCOSMETIQUE ACTIVE DR,France Travail,SQL
2841,Data analyst (F/H),EXPECTRA,France Travail,SQL
2843,Data Analyst e-commerce (H/F),,France Travail,SQL
2844,Data analyst (H/F),,France Travail,SQL
2846,Senior Data Analyst (H/F),LA CADETTE,France Travail,SQL
2848,Alternant(e) Data Visualisation (H/F),SFERIS,France Travail,SQL
2851,ANALYSTE DATA (H/F),POK,France Travail,SQL
2852,Business Data Expert Pilotage des données ferroviaires (H/F),GRAND EST MOBILITES,France Travail,SQL
2853,Ingénieur / Analyste Applicatifs et Données H/F,IMPLID PARTNERS,France Travail,SQL
2862,Développeur BI - Strategy / Tableau Cloud sénior (H/F),PREREQUIS,France Travail,SQL
2866,Data Analyst - F/H,Malakoff Humanis,France Travail,SQL
2868,Data Analyst - Stage -H/F,FMS-EA,France Travail,SQL
2870,Data Analyst (sénior) F/H (H/F),,France Travail,SQL
2872,DATA Analyst finance H/F,,France Travail,SQL
2878,Alternance Data Analyst - Boulogne-Billancourt (F/H) (H/F),,France Travail,SQL
2881,DATA ANALYST EXPERT F/H,,France Travail,SQL
2885,Contrôleur de gestion & Data Analyst H/F,BIO3G,France Travail,SQL
2890,DATA ANALYST H/F,forceinterim,France Travail,SQL
2895,Data Analyst Junior F/H - MAGNITUDE,MAGNITUDE,France Travail,SQL
2898,Data Analyst - F/H - CDI (H/F),La Francaise des Jeux,France Travail,SQL
2899,Data Analyst F/H,Groupe AVEM,France Travail,SQL
2902,Data analyst H/F,GROUPE PIMENT,France Travail,SQL
2903,Data Analyst Douane Confirmé H/F,GROUPE PIMENT,France Travail,SQL
2904,Data Analyst H/F,JEMS,France Travail,SQL
2907,Un(e) Alternant(e) en Data Analyst CRM & Data H/F,,France Travail,SQL
2912,Data Analyst F/H (H/F),,France Travail,SQL
2917,Data analyst (H/F),,France Travail,SQL
2918,Data Analyst - Digital Transformation (m/f) (réf. E) (H/F),,France Travail,SQL
2919,Assistant Data Analyst Durabilité (H/F),Forums Talents Handicap,France Travail,SQL
2921,Data analyst (H/F),,France Travail,SQL
2923,DATA ANALYST (H/F) - H/F,,France Travail,SQL
2924,Data Analyst H/F,Michael Page,France Travail,SQL
2927,Data analyst (H/F),,France Travail,SQL
2930,Data Analyst H/F,FAB Group,France Travail,SQL
2933,DATA ANALYST COMMERCE / TRANSPORT (H/F),CABINET DE RECRUTEMENT SUPPLAY STRASBOURG,France Travail,SQL
2935,Data Analyst H/F,Michael Page,France Travail,SQL
2939,Data Analyst H/F,Unicancer,France Travail,SQL
2950,Data Analyst confirmé F/H - IONIS Group,IONIS Group,France Travail,SQL
2951,Data Analyst H/F,,France Travail,SQL
2952,Data Analyst (H/F),S-quaar,France Travail,SQL
2953,"Data Analyst F/H - Système, réseaux, données (H/F)",Réseau Primever France,France Travail,SQL
2957,Data analyst (H/F),,France Travail,SQL
2959,Data Steward (F-H) (H/F),,France Travail,SQL
2962,Analyste data (H/F),,France Travail,SQL
2965,Data Analyste Finances (H/F) H/F,,France Travail,SQL
2971,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,SQL
2972,DATA-ENGINEER CONFIRMÉ - H/F,ATOL CONSEILS ET DEVELOPPEMENTS,France Travail,SQL
2976,Consultant Data H/F,,France Travail,SQL
2977,BUSINESS ANALYST H/F,,France Travail,SQL
2978,Business Analyst (H/F),AIS,France Travail,SQL
2980,Chargé de pilotage et Data (H/F),Fed Group,France Travail,SQL
2981,Responsable Data F/H - Archipel Habitat,Archipel Habitat,France Travail,SQL
2982,Data Engineer F/H (H/F),Groupe Henner,France Travail,SQL
2987,Business Analyst Marketing F/H - YUMENS,YUMENS,France Travail,SQL
2990,Expert Databricks - Secteur public H/F,VIVERIS,France Travail,SQL
2995,Data engineer F/H (H/F),XPEHO,France Travail,SQL
2997,Data Engineer (H/F),DOMIDEP,France Travail,SQL
2998,Data Engineer / ETL - Migration et Reprise de données (H/F),PRESTANOVA,France Travail,SQL
2999,Data Engineer F/H (H/F),,France Travail,SQL
3000,Data Engineer Semarchy ou Stambia Xdm - Xdi (H/F),SARL PROXIEL,France Travail,SQL
3002,Data Engineer IA H/F (H/F),BASSETTI GROUP,France Travail,SQL
3003,Data Engineer / Snowflake (H/F),SILAMIR,France Travail,SQL
3004,Lead Data Engineer (H/F),LUCKY CART,France Travail,SQL
3005,Data engineer (H/F),MSL FRANCE,France Travail,SQL
3006,Data Engineer / Snowflake F/H (H/F),FRANCE AIR,France Travail,SQL
3010,Chef de projets transverses - Data management (H/F),SOCOMEC,France Travail,SQL
3012,Ingénieur Data / ETL (H/F),ROSARA,France Travail,SQL
3015,Ingénieur DATA niveau 3 Dataiku (H/F),BEEHIVE DIGITAL,France Travail,SQL
3019,Ingénieur data / traitement de la donnée F/H (H/F),SKILLS AND AFFINITY,France Travail,SQL
3020,Data Manager Junior (F/H) (H/F),ESSCA,France Travail,SQL
3021,CONSULTANT SEMARCHY XDI - LYON (H/F),NEXT DECISION,France Travail,SQL
3022,Data manager (H/F),FONDAT REGION OUEST LIGUE CANCER,France Travail,SQL
3024,Ingénieur data expertise et qualité des données (H/F),GIE SESAM VITALE,France Travail,SQL
3027,Développeur JAVA (H/F),WIZBII,France Travail,SQL
3033,Développeur / Développeuse back-end (H/F),Le recruteur France,France Travail,SQL
3034,Ingénieur Développement BI (H/F),SFR CARAIBE,France Travail,SQL
3036,Chargé(e) Etudes Qualité des Données Solvabilité 2 (QDD S2) (H/F),CAMACTE,France Travail,SQL
3042,"Data engineer Microsoft F/H - Système, réseaux, données (H/F)",EXPERTIME,France Travail,SQL
3045,Data engineer Microsoft H/F,EXPERTIME,France Travail,SQL
3046,Data engineer (H/F),AMILTONE,France Travail,SQL
3048,Azure / Fabric Data Engineer (Microsoft) (H/F),,France Travail,SQL
3062,Senior Data Engineer Databricks H/F,,France Travail,SQL
3067,Data Quality Engineer (H/F),EFFEKTIV,France Travail,SQL
3068,Data Engineer H/F,Fondation A. de Rothschild,France Travail,SQL
3069,Tech Lead Data Engineer MLOps AWS F/H - Informatique de gestion (H/F),Safran Aircraft Engines,France Travail,SQL
3070,Data engineer (H/F),KLANIK,France Travail,SQL
3071,Data Engineer H/F,BS DIGITAL,France Travail,SQL
3072,Data Engineer (H/F),Soors,France Travail,SQL
3076,Data Engineer DataIku - Services Financiers – Lille (H/F),Forums Talents Handicap,France Travail,SQL
3077,Data Engineer senior - Services Financiers - Lille (H/F),Forums Talents Handicap,France Travail,SQL
3078,"Data Engineer F/H - Système, réseaux, données (H/F)",MICHAEL PAGE INTERNATIONAL FRANCE,France Travail,SQL
3080,DATA Engineer senior - DCoE France (H/F),,France Travail,SQL
3081,DATA Engineer senior - DCoE France (H/F),,France Travail,SQL
3082,Data Engineer (H/F),KLANIK,France Travail,SQL
3083,Data Engineer F/H - Création (H/F),AKKODIS FRANCE SAS,France Travail,SQL
3084,Data Engineer Cloud (H/F),PROSOL,France Travail,SQL
3085,Data Integration Engineer F/H - Cegema,Cegema,France Travail,SQL
3086,DATA Engineer senior - DCoE France (H/F),Forums Talents Handicap,France Travail,SQL
3087,DATA Engineer senior - DCoE France (H/F),Forums Talents Handicap,France Travail,SQL
3089,Data Engineer PySpark - Data Factory - Services Financiers - Ile de France (H/F),Forums Talents Handicap,France Travail,SQL
3090,Data Engineer - H/F,Media Participations,France Travail,SQL
3092,Data Engineer DataIku - Services Financiers - Ile-de-France (H/F),,France Travail,SQL
3093,Data & AdTech Engineer (H/F) - [Offre à pourvoir en interne uniquement],,France Travail,SQL
3094,Lead Data Engineer Senior (H/F),PROPULSE IT,France Travail,SQL
3097,Data Engineer (H/F),,France Travail,SQL
3098,Data Engineer Confirmé - Assurance - Lille H/F,Sopra Steria,France Travail,SQL
3099,Data Engineer Dbt H/F,CGI,France Travail,SQL
3101,Data Science & IA Engineer (H/F/NB),Trimane,France Travail,SQL
3102,Data Engineer (H/F),DGTL Performance,France Travail,SQL
3104,Lead Data Engineer Bordeaux (H/F),,France Travail,SQL
3106,Data Engineer (H/F/X),E.T.A.I.,France Travail,SQL
3107,Tech Lead Data Engineer H/F,JEMS,France Travail,SQL
3111,Data Engineer F/H - Armor - Iimak,Armor - Iimak,France Travail,SQL
3112,DATA ANALYTICS BACKEND ENGINEER - H/F,WALLIX,France Travail,SQL
3113,Data Engineer Senior - Marseille H/F,Sopra Steria,France Travail,SQL
3114,Data Engineer Senior - Aws - Marseille H/F,Sopra Steria,France Travail,SQL
3119,DATA ENGINEER (H/F),Expectra,France Travail,SQL
3120,Tech Lead Data Engineer GCP - Paris (H/F),,France Travail,SQL
3121,DATA ENGINEER - H/F,,France Travail,SQL
3122,Data Engineer GCP BigQuery F/H (H/F),,France Travail,SQL
3123,Data Engineer Looker/LookML F/H (H/F),,France Travail,SQL
3124,Data Engineer GCP BigQuery F/H,,France Travail,SQL
3125,Data Engineer Looker/LookML F/H,,France Travail,SQL
3127,Lead Data Engineer Cloud Azure Et - Ou Gcp H/F,VISEO,France Travail,SQL
3129,Data Engineer Cloud Azure - Confirmé H/F,VISEO,France Travail,SQL
3130,Data Engineer Confirmé - Pyspark - Dataiku - Services Financiers - Ile de France H/F,Sopra Steria,France Travail,SQL
3131,Senior Data Engineer H/F,Externatic,France Travail,SQL
3133,Data Engineer @ groupe international - F/H,Externatic,France Travail,SQL
3134,Engineer Analytics (GCP / dbt) (H/F),,France Travail,SQL
3135,Analytics Engineer Confirmé - Sénior - CDI H/F,Talan,France Travail,SQL
3138,Data manager (H/F),,France Travail,SQL
3143,Alternance Data Engineers - Courbevoie (F/H) (H/F),,France Travail,SQL
3146,Data manager (H/F),,France Travail,SQL
3147,Data manager (H/F),,France Travail,SQL
3149,Data manager (H/F),,France Travail,SQL
3151,Data manager (H/F),,France Travail,SQL
3152,Data manager (H/F),,France Travail,SQL
3153,Data manager (H/F),,France Travail,SQL
3157,Data manager (H/F),,France Travail,SQL
3158,Ingénieur / Ingénieure big data (404282) (H/F),X-FAB France SAS,France Travail,SQL
3161,Développeur Big Data (H/F),,France Travail,SQL
3163,Consultant Sénior en Data Analytics (H/F),Storme RH,France Travail,SQL
3164,Data manager (H/F),,France Travail,SQL
3165,Ingénieur Data H/F,RH Partners,France Travail,SQL
3167,Data manager (H/F),,France Travail,SQL
3169,Développeur PL/SQL - Data warehouse & reporting SAP BO H/F,,France Travail,SQL
3170,Ingénieur Développement C# / Data H/F,,France Travail,SQL
3172,Responsable Informatique & Data (H/F),,France Travail,SQL
3174,Data manager (H/F),VDLV,France Travail,SQL
3186,Architecte DATA - Fabric H/F,EXPERTIME,France Travail,SQL
3195,Architecte Data (H/F),,France Travail,SQL
3211,Data manager (H/F),,France Travail,SQL
3212,Data manager (H/F),,France Travail,SQL
3213,Consultant Data (H/F),Oresys,France Travail,SQL
3218,Data manager (H/F),,France Travail,SQL
3219,Data manager (H/F),,France Travail,SQL
3222,Responsable Data F/H (H/F),,France Travail,SQL
3223,Développeur Big Data (H/F),,France Travail,SQL
3229,DATA MANAGER (H/F),FHF,France Travail,SQL
3230,Data manager (H/F),,France Travail,SQL
3231,Data manager (H/F),,France Travail,SQL
3232,Chef de Projet Data RGPD (H/F),Fed Group,France Travail,SQL
3235,Data manager (H/F),,France Travail,SQL
3236,Architecte Data (H/F),,France Travail,SQL
3239,Data manager (H/F),,France Travail,SQL
3241,INGÉNIEUR DATA EXPÉRIMENTÉ (H/F),,France Travail,SQL
3243,Ingénieur Data Confirmé H/F,,France Travail,SQL
3245,Data manager (H/F),,France Travail,SQL
3246,Développeur / Développeuse Big Data (H/F),Thales Services Numériques Sas,France Travail,SQL
3258,Tech Lead Data H/F,JEMS,France Travail,SQL
3262,Data manager (H/F),,France Travail,SQL
3273,Data manager (H/F),,France Travail,SQL
3274,Data manager (H/F),,France Travail,SQL
3276,Spécialiste IA / Machine Learning Engineer (H/F),R(E) GREEN,France Travail,SQL
3279,Consultant IT (H/F),,France Travail,SQL
3284,Technicien(ne) spécialisé(e) en Science des données (H/F),ARKEMA FRANCE,France Travail,SQL
3286,Ingénieur DevOps (H/F),,France Travail,SQL
3293,Tech Lead Java (H/F),SOCIETE ANONYME D'HABITATIONS A LOYER MO,France Travail,SQL
3297,Chargé d'études actuarielles H/F (H/F),HEYME,France Travail,SQL
3302,Responsable Actuariat H/F Levallois-Perret (H/F),HEYME,France Travail,SQL
3305,RESPONSABLE PROJETS DATA/ETL/CRM DSI - MIDDLEWARE (H/F),GESTIMAT,France Travail,SQL
3308,Ingénieur DevOps Machine Learning (H/F),AIS,France Travail,SQL
3316,Développeur ANGULAR H/F,,France Travail,SQL
3318,Développeur ANGULAR H/F,,France Travail,SQL
3326,Architecte Data (H/F),,France Travail,SQL
3336,Lead data (H/F),AMILTONE,France Travail,SQL
3346,ARCHITECTE LOGICIEL - H/F,CLS,France Travail,SQL
3357,Enseignant-chercheur / Enseignante-chercheuse (H/F),,France Travail,SQL
3359,Développeur / Développeuse web h/f,,France Travail,SQL
3367,Ingénieur Full Stack F/H (H/F),FAB Group,France Travail,SQL
3370,Consultant / Consultante green IT h/f,,France Travail,SQL
3371,Consultant / Consultante green IT h/f,,France Travail,SQL
3372,Consultant / Consultante informatique h/f,,France Travail,SQL
3380,Coordinateur / Coordinatrice de projet digital (H/F),InovaYa,France Travail,SQL
3381,CDI - Senior Analytics Expert H/F,,France Travail,SQL
3400,Chef de Projet SEO et Data Intelligence (H/F),Construire Le Figaro,France Travail,SQL
3423,Expert PowerBI (H/F/NB),Trimane,France Travail,SQL
3426,Expert PowerBI (H/F/NB),Trimane,France Travail,SQL
3441,Développeur Expert Python Générative AI (H/F),BK CONSULTING,France Travail,SQL
3443,Senior planner h/f,,France Travail,SQL
3445,Apsal Software Developer (H/F),,France Travail,SQL
3453,Ingénieur en traitement de données (H/F),,France Travail,SQL
3459,Développeur Python – DeepTech SaaS H/F,Externatic,France Travail,SQL
3462,Tech Lead Gmao Maximo - Transport - Secteur Public H/F,CGI,France Travail,SQL
3467,Développeur web (H/F),,France Travail,SQL
3474,[Offre interne] Ingénieur-MLOps & DevOps (H/F),,France Travail,SQL
3479,Architecte Data (H/F),,France Travail,SQL
3485,Analyste décisionnel - Business Intelligence (H/F),AUBER TECH,France Travail,SQL
3491,Ingénieur Développement BI expérimenté - H/F (H/F),AK RECRUTEMENT,France Travail,SQL
3492,Ingénieur BI Semarchy xDI (domaine e-santé) (H/F),AK RECRUTEMENT,France Travail,SQL
3493,Technicien installateur serveurs BI/SAP BO (H/F),DECIVISION,France Travail,SQL
