titre,entreprise,contrat,localisation,salaire,description,lien,date_scraping,source,mot_cle_recherche,id_apec
Data engineer F/H,Kaizen Solutions,,,40 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178106043W,2026-02-10,APEC,Data Engineer,178106043W
Data Engineer F/H,INFOGENE NORD,,,35 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033832W,2026-02-10,APEC,Data Engineer,178033832W
Data Engineer F/H,COLLABORATION BETTERS THE WORLD,,,40 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178049949W,2026-02-10,APEC,Data Engineer,178049949W
Data Engineer F/H,TEAM IS,,,50 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178074799W,2026-02-10,APEC,Data Engineer,178074799W
DATA ENGINEER F/H,AKKODIS FRANCE SAS,,,40 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177940200W,2026-02-10,APEC,Data Engineer,177940200W
DATA ENGINEER F/H,AKKODIS FRANCE SAS,,,45 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177933577W,2026-02-10,APEC,Data Engineer,177933577W
Data Engineer F/H,SEEKVIEW RH,,,45 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178000736W,2026-02-10,APEC,Data Engineer,178000736W
DATA ENGINEER F/H,ATIDA ,,,A partir de 35 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178111171W,2026-02-10,APEC,Data Engineer,178111171W
Data Engineer F/H,Datatorii,,,40 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177824271W,2026-02-10,APEC,Data Engineer,177824271W
Data Engineer F/H,Bureau des Talents,,,50 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081867W,2026-02-10,APEC,Data Engineer,178081867W
Data Engineer F/H,PURPLE LEAF,,,55 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178000400W,2026-02-10,APEC,Data Engineer,178000400W
Data Engineer F/H,FACEEL-IT,,,32 - 48 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178110893W,2026-02-10,APEC,Data Engineer,178110893W
Data Engineer F/H,Otteo,,,35 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081556W,2026-02-10,APEC,Data Engineer,178081556W
Data Engineer F/H,Conseils d'Any,,,48 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090688W,2026-02-10,APEC,Data Engineer,178090688W
DATA ENGINEER F/H,ARIAL INDUSTRIES,,,38 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178021618W,2026-02-10,APEC,Data Engineer,178021618W
Data Engineer F/H,AKKODIS FRANCE SAS,,,36 - 37 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177954856W,2026-02-10,APEC,Data Engineer,177954856W
Data Engineer F/H,MICHAEL PAGE INTERNATIONAL FRANCE,,,50 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178039108W,2026-02-10,APEC,Data Engineer,178039108W
Data engineer F/H,DAVIDSON LYON,,,32 - 48 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177978540W,2026-02-10,APEC,Data Engineer,177978540W
Data Engineer F/H,Innova Solutions,,,38 - 49 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177909293W,2026-02-10,APEC,Data Engineer,177909293W
Data engineer F/H,KLANIK,,,50 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178070270W,2026-02-10,APEC,Data Engineer,178070270W
Data Engineer F/H,MISMO,,,A partir de 38 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177963427W,2026-02-10,APEC,Data Engineer,177963427W
Data Engineer F/H,ALTEN SYSTEMES D'INFORMATION ET RESEAUX,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178049838W,2026-02-10,APEC,Data Engineer,178049838W
Data Engineer F/H,PAYPLUG ENTERPRISE SAS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998059W,2026-02-10,APEC,Data Engineer,177998059W
Data Engineer Azure F/H,W HUB,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177941690W,2026-02-10,APEC,Data Engineer,177941690W
Data Engineer F/H,Lydia CHERFI,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177845805W,2026-02-10,APEC,Data Engineer,177845805W
DATA ENGINEER F/H,Expectra Search,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177932834W,2026-02-10,APEC,Data Engineer,177932834W
DATA ENGINEER JAVA F/H,DECASOFT,,,A partir de 38 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178081674W,2026-02-10,APEC,Data Engineer,178081674W
Senior Data Engineer F/H,FinancePeople,,,45 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178085075W,2026-02-10,APEC,Data Engineer,178085075W
Lead Data Engineer F/H,les artisans recrutement,,,A partir de 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076529W,2026-02-10,APEC,Data Engineer,178076529W
Data Engineer F/H,VIVERIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178069643W,2026-02-10,APEC,Data Engineer,178069643W
Data Engineer GCP F/H,WYZEO,,,40 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177695732W,2026-02-10,APEC,Data Engineer,177695732W
Date-IA engineer F/H,Sabena Technics,,,A partir de 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178112718W,2026-02-10,APEC,Data Engineer,178112718W
DATA ENGINEER F/H,AKKODIS FRANCE SAS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177933388W,2026-02-10,APEC,Data Engineer,177933388W
Data Engineer F/H,OBJECTWARE,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178058547W,2026-02-10,APEC,Data Engineer,178058547W
Data Engineer F/H,COPERBEE,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998225W,2026-02-10,APEC,Data Engineer,177998225W
Data Engineer F/H,E-SI,,,35 - 40 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090158W,2026-02-10,APEC,Data Engineer,178090158W
Data Engineer - Lyon F/H,DRAKS,,,A partir de 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178095496W,2026-02-10,APEC,Data Engineer,178095496W
Data Engineer F/H,OBJECTWARE,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178057331W,2026-02-10,APEC,Data Engineer,178057331W
Data engineer F/H,ECONOCOM,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066426W,2026-02-10,APEC,Data Engineer,178066426W
Lead Data Engineer F/H,Twenty One Talents,,,A partir de 47 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067289W,2026-02-10,APEC,Data Engineer,178067289W
Data Engineer Databricks F/H,Datatorii,,,40 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177824343W,2026-02-10,APEC,Data Engineer,177824343W
Data Engineer F/H,Hellowork,,,40 - 48 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177970652W,2026-02-10,APEC,Data Engineer,177970652W
Data Engineer F/H,Hellowork,,,45 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177952793W,2026-02-10,APEC,Data Engineer,177952793W
Lead Data Engineer F/H,TEAM IS,,,50 - 82 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067220W,2026-02-10,APEC,Data Engineer,178067220W
Integration & Data Engineer F/H,AMAPII,,,40 - 80 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177987209W,2026-02-10,APEC,Data Engineer,177987209W
Data Engineer F/H,Thales Services Numériques Sas,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177987284W,2026-02-10,APEC,Data Engineer,177987284W
Data Engineer Confirmé F/H,ORANGE BUSINESS,,,A partir de 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178075238W,2026-02-10,APEC,Data Engineer,178075238W
DATA ENGINEER F/H,AGENCE FRANCAISE DE DEVELOPPEMENT,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178056759W,2026-02-10,APEC,Data Engineer,178056759W
Data Engineer Senior F/H,ALGOVIA,,,55 - 65 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178006516W,2026-02-10,APEC,Data Engineer,178006516W
Data engineer Microsoft F/H,EXPERTIME,,,A partir de 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178082823W,2026-02-10,APEC,Data Engineer,178082823W
Data engineer Microsoft F/H,EXPERTIME,,,A partir de 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178082824W,2026-02-10,APEC,Data Engineer,178082824W
Data Engineer F/H,ALTECA,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998890W,2026-02-10,APEC,Data Engineer,177998890W
Senior Data Engineer F/H,Bureau des Talents,,,65 - 90 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178041698W,2026-02-10,APEC,Data Engineer,178041698W
Data Engineer F/H,Hellowork,,,50 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177990045W,2026-02-10,APEC,Data Engineer,177990045W
Data Engineer F/H,CARREVOLUTIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177983990W,2026-02-10,APEC,Data Engineer,177983990W
Data engineer X/ F/H,ABYLSEN,,,42 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067086W,2026-02-10,APEC,Data Engineer,178067086W
Data Engineer F/H,SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177777550W,2026-02-10,APEC,Data Engineer,177777550W
Senior Data Engineer F/H,Externatic,,,A partir de 65 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178071045W,2026-02-10,APEC,Data Engineer,178071045W
Data Quality Engineer F/H,EFFEKTIV,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178075710W,2026-02-10,APEC,Data Engineer,178075710W
Data Engineer - F/H,CARREVOLUTIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178026566W,2026-02-10,APEC,Data Engineer,178026566W
Data Engineer / Snowflake- F/H,AIRVANCE GROUP,,,A partir de 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178027677W,2026-02-10,APEC,Data Engineer,178027677W
Senior data engineer F/H,Externatic,,,A partir de 42 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177967670W,2026-02-10,APEC,Data Engineer,177967670W
Data Engineer GCP F/H,Thales Services Numériques Sas,,,A partir de 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033437W,2026-02-10,APEC,Data Engineer,178033437W
Data Engineer/Développeur - F/H,Inetum,,,A partir de 38 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178040013W,2026-02-10,APEC,Data Engineer,178040013W
Data Engineer - Vannes- F/H,ARGAIN CONSULTING INNOVATION,,,39 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178042429W,2026-02-10,APEC,Data Engineer,178042429W
Data engineer X/ F/H,ABYLSEN,,,35 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177941660W,2026-02-10,APEC,Data Engineer,177941660W
Data engineer F/H,Meteojob,,,A partir de 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178053240W,2026-02-10,APEC,Data Engineer,178053240W
Data Engineer F/H,Hellowork,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178062605W,2026-02-10,APEC,Data Engineer,178062605W
Data Engineer F/H,Hellowork,,,40 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177981967W,2026-02-10,APEC,Data Engineer,177981967W
Data Engineer - MDM F/H,CELAD-Lyon,,,42 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178070037W,2026-02-10,APEC,Data Engineer,178070037W
Data Engineer F/H,Hellowork,,,45 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177944277W,2026-02-10,APEC,Data Engineer,177944277W
Data Engineer F/H,Hellowork,,,45 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178013629W,2026-02-10,APEC,Data Engineer,178013629W
Senior Azure Data Engineer F/H,Kaino,,,60 - 80 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177991632W,2026-02-10,APEC,Data Engineer,177991632W
Tech Data Engineer F/H,AKKODIS FRANCE SAS,,,40 - 41 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177947985W,2026-02-10,APEC,Data Engineer,177947985W
Data Engineer F/H,Meteojob,,,A partir de 35 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178096258W,2026-02-10,APEC,Data Engineer,178096258W
Data Engineer F/H,Hellowork,,,42 - 42 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178079302W,2026-02-10,APEC,Data Engineer,178079302W
Data Engineer F/H,Hellowork,,,43 - 46 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177926532W,2026-02-10,APEC,Data Engineer,177926532W
Data Engineer F/H,cadremploi,,,A partir de 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178046632W,2026-02-10,APEC,Data Engineer,178046632W
Data Engineer F/H,Hellowork,,,35 - 35 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177982108W,2026-02-10,APEC,Data Engineer,177982108W
Data Engineer Java Spark F/H,DGTL Performance,,,45 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177987872W,2026-02-10,APEC,Data Engineer,177987872W
Data Engineer F/H,Hellowork,,,40 - 80 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177952036W,2026-02-10,APEC,Data Engineer,177952036W
Tech Lead Data Engineer F/H,JEMS,,,50 - 75 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177947788W,2026-02-10,APEC,Data Engineer,177947788W
Tech lead Data Engineer F/H,INVIVOO,,,60 - 70 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177977301W,2026-02-10,APEC,Data Engineer,177977301W
Senior Data Ops Engineer F/H,STEP UP Lille,,,50 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178051884W,2026-02-10,APEC,Data Engineer,178051884W
Data Engineer Java / Spark F/H,DGTL Performance,,,50 - 55 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177987849W,2026-02-10,APEC,Data Engineer,177987849W
Data Engineer – AWS & Scala F/H,HiveDevs,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178050597W,2026-02-10,APEC,Data Engineer,178050597W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177973005W,2026-02-10,APEC,Data Engineer,177973005W
Data Engineer confirmé F/H,Capgemini,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178083892W,2026-02-10,APEC,Data Engineer,178083892W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178078758W,2026-02-10,APEC,Data Engineer,178078758W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178030427W,2026-02-10,APEC,Data Engineer,178030427W
Data Engineer AWS F/H,NEXTON,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178019656W,2026-02-10,APEC,Data Engineer,178019656W
Tech Lead Data Engineer F/H,JEMS,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177939614W,2026-02-10,APEC,Data Engineer,177939614W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177944064W,2026-02-10,APEC,Data Engineer,177944064W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178015952W,2026-02-10,APEC,Data Engineer,178015952W
DATA ENGINEER GCP/ paris F/H,ETHNOL CONSULTING,,,32 - 48 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177942922W,2026-02-10,APEC,Data Engineer,177942922W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178036790W,2026-02-10,APEC,Data Engineer,178036790W
DATA ENGINEER CONFIRME AWS F/H,LINEUP7,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177956702W,2026-02-10,APEC,Data Engineer,177956702W
Senior Geospatial Data Engineer F/H,Twenty One Talents,,,A partir de 63 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066942W,2026-02-10,APEC,Data Engineer,178066942W
Data Engineer F/H,Welcome to the Jungle,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178088469W,2026-02-10,APEC,Data Engineer,178088469W
Data Engineer F/H,Engagement Jeunes,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177953498W,2026-02-10,APEC,Data Engineer,177953498W
Chef de Projet Data Engineer F/H,SEEKVIEW RH,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178027981W,2026-02-10,APEC,Data Engineer,178027981W
Data Engineer Azure & Databricks F/H,CITECH,,,A partir de 80 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178019224W,2026-02-10,APEC,Data Engineer,178019224W
Data engineer informatica expérimenté F/H,TOHTEM,,,40 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178089543W,2026-02-10,APEC,Data Engineer,178089543W
Data Engineer Flux F/H,VIVERIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178069644W,2026-02-10,APEC,Data Engineer,178069644W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177971595W,2026-02-10,APEC,Data Engineer,177971595W
Data Engineer - CDI - Paris F/H,QUADRATIC DIGITAL APP,,,A partir de 38 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178105567W,2026-02-10,APEC,Data Engineer,178105567W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178072181W,2026-02-10,APEC,Data Engineer,178072181W
Senior Data engineer F/H,DEVOTEAM,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177977350W,2026-02-10,APEC,Data Engineer,177977350W
Data engineer Looker F/H,DEVOTEAM,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178091549W,2026-02-10,APEC,Data Engineer,178091549W
Data Engineer F/H,Handicap-Job.com,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024120W,2026-02-10,APEC,Data Engineer,178024120W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178072234W,2026-02-10,APEC,Data Engineer,178072234W
Electrical Engineer Data Center F/H,BLUEDOCKER,,,60 - 80 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178007511W,2026-02-10,APEC,Data Engineer,178007511W
Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178078309W,2026-02-10,APEC,Data Engineer,178078309W
Senior Data engineer F/H,DEVOTEAM,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178055529W,2026-02-10,APEC,Data Engineer,178055529W
Senior Backend / Data Engineer F/H,CISION,,,60 - 80 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177935025W,2026-02-10,APEC,Data Engineer,177935025W
SENIOR DATA ENGINEER F/H,CARREVOLUTIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178038934W,2026-02-10,APEC,Data Engineer,178038934W
Data Engineer Spark/Scala F/H,CATAMANIA,,,45 - 58 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178055103W,2026-02-10,APEC,Data Engineer,178055103W
CDI - Data Engineer F/H,CARREVOLUTIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178031661W,2026-02-10,APEC,Data Engineer,178031661W
Data Platform Engineer F/H,VUSION,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178019358W,2026-02-10,APEC,Data Engineer,178019358W
Data Engineer – Lyon F/H,CARREVOLUTIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178039026W,2026-02-10,APEC,Data Engineer,178039026W
Data Engineer Cloud GCP F/H,MATMUT,,,40 - 41 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178110986W,2026-02-10,APEC,Data Engineer,178110986W
Data-Engineer Confirmé F/H,Hellowork,,,38 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178099427W,2026-02-10,APEC,Data Engineer,178099427W
Data-Engineer Confirmé F/H,Hellowork,,,38 - 45 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178101015W,2026-02-10,APEC,Data Engineer,178101015W
DATA ENGINEER CONFIRME F/H,CNP Assurances,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178034229W,2026-02-10,APEC,Data Engineer,178034229W
CDI - Data Engineer F/H,CARREVOLUTIS,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066015W,2026-02-10,APEC,Data Engineer,178066015W
Data Engineer - Intégration F/H,padoa,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177987137W,2026-02-10,APEC,Data Engineer,177987137W
Lead Data Engineer F/H,Meteojob,,,A partir de 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178070794W,2026-02-10,APEC,Data Engineer,178070794W
DATA ENGINEER CONFIRME F/H,CNP Assurances,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178034294W,2026-02-10,APEC,Data Engineer,178034294W
Data Engineer Stambia semarchy - Informatica F/H,WYZEO,,,A partir de 38 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177770011W,2026-02-10,APEC,Data Engineer,177770011W
Big Data Engineer senior - Écosystème Big Data AWS F/H,ANEO,,,55 - 70 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177999827W,2026-02-10,APEC,Data Engineer,177999827W
Fullstack Data Engineer F/H,Hellowork,,,45 - 53 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178061336W,2026-02-10,APEC,Data Engineer,178061336W
Senior Data Engineer Snowflake / Big Data F/H,ZZ_Confidentiel,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178019841W,2026-02-10,APEC,Data Engineer,178019841W
Senior Data Engineer Snowflake / Big Data F/H,FRANK CONSULTING SERVICES,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178049017W,2026-02-10,APEC,Data Engineer,178049017W
Alernant(e) Data Engineer DE/26 F/H,KAISCHOOL,,,13 - 21 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178001168W,2026-02-10,APEC,Data Engineer,178001168W
Data Analytics Engineer - Microsoft Fabric F/H,Atalian Global Services,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178106031W,2026-02-10,APEC,Data Engineer,178106031W
Senior Data Engineer F/H,Hellowork,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178097626W,2026-02-10,APEC,Data Engineer,178097626W
&Cloud Data Engineer GCP Terraform F/H,digiRocks,,,50 - 60 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178108033W,2026-02-10,APEC,Data Engineer,178108033W
DevOps / Cloud & Data Platform Engineer F/H,BLOOMIND,,,38 - 52 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178019700W,2026-02-10,APEC,Data Engineer,178019700W
Data engineer sénior xDI / snowflake F/H,STEP UP,,,45 - 50 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177955607W,2026-02-10,APEC,Data Engineer,177955607W
Tech Data Engineer F/H,Hellowork,,,40 - 41 k€ brut annuel,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177959960W,2026-02-10,APEC,Data Engineer,177959960W
Data Engineer Confirmé technique F/H,APGAR FRANCE,,,A négocier,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178032666W,2026-02-10,APEC,Data Engineer,178032666W
